"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.idiom_0","Input.instance_0","Input.label_0","Input.meaning_0","Input.idiom_1","Input.instance_1","Input.label_1","Input.meaning_1","Input.idiom_2","Input.instance_2","Input.label_2","Input.meaning_2","Input.idiom_3","Input.instance_3","Input.label_3","Input.meaning_3","Input.idiom_4","Input.instance_4","Input.label_4","Input.meaning_4","Answer.0_gold","Answer.1_gold","Answer.2_gold","Answer.3_gold","Answer.4_gold","Answer.TimeMe","Answer.feedback","Approve","Reject"
"3ZQA3IO32Q7YCSSXHH9M0JM4DOKO1M","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3JBT3HLQFOIGF8N0VU0U6X7WMW7PZS","A1HKYY6XI2OHO1","Submitted","Fri Jun 02 13:01:35 PDT 2023","Fri Jun 02 13:06:32 PDT 2023","Fri Jun 30 13:06:32 PDT 2023","","","","297","100% (101/101)","0% (0/0)","0% (0/0)","be on a collision course","their opposing political views put them on a collision course with each other","0","doing or saying things which are certain to cause a serious disagreement or a fight between them.","feather one's (own) nest","she was accused of feathering her own nest by taking bribes","0","If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.","Dutch uncle","he dressed up like a Dutch uncle for the historical reenactment","1","criticize, scold or lecture someone","you bet","he challenged me to a wager, so I said, 'you bet I'll be there'","1","for sure","take with a grain of salt","to balance the flavor, she decided to take it with a grain of salt and sprinkled it on her dish","1","to understand that something is not completely true or right","0","0","1","0","1","115.322","{}"
"3ZQA3IO32Q7YCSSXHH9M0JM4DOKO1M","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3X3OR7WPZFGB4R7FUC7ACW18IDZL8L","A290OV59Q76QC8","Submitted","Fri Jun 02 13:01:34 PDT 2023","Fri Jun 02 13:06:54 PDT 2023","Fri Jun 30 13:06:54 PDT 2023","","","","320","100% (94/94)","0% (0/0)","0% (0/0)","be on a collision course","their opposing political views put them on a collision course with each other","0","doing or saying things which are certain to cause a serious disagreement or a fight between them.","feather one's (own) nest","she was accused of feathering her own nest by taking bribes","0","If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.","Dutch uncle","he dressed up like a Dutch uncle for the historical reenactment","1","criticize, scold or lecture someone","you bet","he challenged me to a wager, so I said, 'you bet I'll be there'","1","for sure","take with a grain of salt","to balance the flavor, she decided to take it with a grain of salt and sprinkled it on her dish","1","to understand that something is not completely true or right","0","0","1","0","1","54.151","{}"
"3L2OEKSTXOQSH6GKMPRZHK7E54PY8R","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","37Z929RLGPOH6OUTHJF6FEBQOKSSTV","A1HKYY6XI2OHO1","Submitted","Fri Jun 02 13:01:42 PDT 2023","Fri Jun 02 13:08:12 PDT 2023","Fri Jun 30 13:08:12 PDT 2023","","","","390","100% (101/101)","0% (0/0)","0% (0/0)","kick the bucket","while cleaning the barn, they accidentally kicked the bucket together and spilled water everywhere","1","to die","axe to grind","the lumberjack had an axe to grind before chopping down the tree","1","have a private or selfish reason for doing something","the sun rises and sets on them","living on a remote island, the sun rises and sets on them every day","1","to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else","a wakeup call","after failing the exam, she received a wakeup call to study harder","0","something that makes you realize that you need to take action to change a situation","dance to tune","at the party, they danced to the tune of their favorite song","1","to do what someone else forces you to do","1","1","1","0","1","110.352","{}"
"3L2OEKSTXOQSH6GKMPRZHK7E54PY8R","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3SB5N7Y3OJKD0AOBOHXF6PQI3Y1G0N","A290OV59Q76QC8","Submitted","Fri Jun 02 13:01:41 PDT 2023","Fri Jun 02 13:10:21 PDT 2023","Fri Jun 30 13:10:21 PDT 2023","","","","520","100% (94/94)","0% (0/0)","0% (0/0)","kick the bucket","while cleaning the barn, they accidentally kicked the bucket together and spilled water everywhere","1","to die","axe to grind","the lumberjack had an axe to grind before chopping down the tree","1","have a private or selfish reason for doing something","the sun rises and sets on them","living on a remote island, the sun rises and sets on them every day","1","to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else","a wakeup call","after failing the exam, she received a wakeup call to study harder","0","something that makes you realize that you need to take action to change a situation","dance to tune","at the party, they danced to the tune of their favorite song","1","to do what someone else forces you to do","1","1","1","0","1","45.737","{}"
"3J9UN9O9KI8K4SGI5LDHEIM89250JD","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","33UKMF931P0ILO786JKWPJ7CQ36TTL","A2LMQ4497NMK3S","Submitted","Fri Jun 02 13:03:00 PDT 2023","Fri Jun 02 13:14:39 PDT 2023","Fri Jun 30 13:14:39 PDT 2023","","","","699","100% (188/188)","0% (0/0)","0% (0/0)","over the moon","she was over the moon about the news of her promotion","0","extremely pleased or happy","big brother","as the younger sibling, she was always watched by big brother during their childhood","1","A large organization or government agency that tries to control all aspects of human life and society.","pull the plug","due to budget constraints, the management decided to pull the plug on the project","0","to kill or discontinue","kill two birds with one stone","with a well-aimed throw, he killed two birds with one stone in the field","1","accomplish two different things at the same time","vultures are circling","while observing the desert landscape, we noticed the vultures are circling above a carcass","1","when something is in danger and its enemies are getting ready for the kill","0","1","0","1","1","148.821","{}"
"3J9UN9O9KI8K4SGI5LDHEIM89250JD","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3FIUS151DBIABEZW2JMIRHDYAFQGGQ","A2TBXASXZIRNNW","Submitted","Fri Jun 02 13:02:24 PDT 2023","Fri Jun 02 13:12:44 PDT 2023","Fri Jun 30 13:12:44 PDT 2023","","","","620","100% (127/127)","0% (0/0)","0% (0/0)","over the moon","she was over the moon about the news of her promotion","0","extremely pleased or happy","big brother","as the younger sibling, she was always watched by big brother during their childhood","1","A large organization or government agency that tries to control all aspects of human life and society.","pull the plug","due to budget constraints, the management decided to pull the plug on the project","0","to kill or discontinue","kill two birds with one stone","with a well-aimed throw, he killed two birds with one stone in the field","1","accomplish two different things at the same time","vultures are circling","while observing the desert landscape, we noticed the vultures are circling above a carcass","1","when something is in danger and its enemies are getting ready for the kill","0","1","0","1","1","24.456","{}"
"379OL9DBT7USVBZURHXDHG2PPA7Y9G","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3AMW0RGHOTIMYJ9HS6P0BA0NCIZNP9","A2LMQ4497NMK3S","Submitted","Fri Jun 02 13:01:58 PDT 2023","Fri Jun 02 13:02:56 PDT 2023","Fri Jun 30 13:02:56 PDT 2023","","","","58","100% (188/188)","0% (0/0)","0% (0/0)","on the hook","he was left on the hook for the entire project after his partner quit","0","someone who is responsible for something","caught in the crossfire","during the heated debate between her friends, she felt caught in the crossfire","0","be badly affected by a situation where two people or group are arguing with each other.","in the doghouse","after forgetting their anniversary, he was in the doghouse with her for a week","0","someone who is in disgrace and very unpopular at the moment","up to the mark","his performance was not quite up to the mark, so he didn't get the promotion","0","to be good enough","build bridges","as a mediator, my goal is to build bridges between them and resolve their conflicts","0","to foster good relationships","0","0","0","0","0","48.634","{}"
"379OL9DBT7USVBZURHXDHG2PPA7Y9G","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3NQL1CS157OTF2ARLK7AYINC2Q4VYS","A38DXFI1TZA295","Submitted","Fri Jun 02 13:02:56 PDT 2023","Fri Jun 02 13:14:52 PDT 2023","Fri Jun 30 13:14:52 PDT 2023","","","","716","100% (106/106)","0% (0/0)","0% (0/0)","on the hook","he was left on the hook for the entire project after his partner quit","0","someone who is responsible for something","caught in the crossfire","during the heated debate between her friends, she felt caught in the crossfire","0","be badly affected by a situation where two people or group are arguing with each other.","in the doghouse","after forgetting their anniversary, he was in the doghouse with her for a week","0","someone who is in disgrace and very unpopular at the moment","up to the mark","his performance was not quite up to the mark, so he didn't get the promotion","0","to be good enough","build bridges","as a mediator, my goal is to build bridges between them and resolve their conflicts","0","to foster good relationships","0","0","0","0","0","32.856","{}"
"3LAZVA75OX751DAT0L9052W95UYO23","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","304SM51WAJKHA20CHXOLFK54IDSBSO","A2LMQ4497NMK3S","Submitted","Fri Jun 02 13:02:31 PDT 2023","Fri Jun 02 13:12:36 PDT 2023","Fri Jun 30 13:12:36 PDT 2023","","","","605","100% (188/188)","0% (0/0)","0% (0/0)","red tape","the event planner was dealing with red tape to decorate the venue","1","over excessive or time-consuming rules and bureaucracy that hinder progress","break down","let me break down the situation for you, so you can understand the complexity","0","to stop working","get hitched","after dating for five years, they decided to get hitched and start a family","0","to get married","paint the town red","after winning the championship, they decided to paint the town red together and celebrate","0","to celebrate and have a wild time","chip on shoulder","while carrying a wooden plank, he accidentally had a chip on his shoulder from a splinter","1","holding a grudge or grievance","2","0","0","0","3","172.073","{}"
"3LAZVA75OX751DAT0L9052W95UYO23","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3NPI0JQDA4LKTWE1P2BCK96F10LTPG","A2TBXASXZIRNNW","Submitted","Fri Jun 02 13:02:27 PDT 2023","Fri Jun 02 13:14:08 PDT 2023","Fri Jun 30 13:14:08 PDT 2023","","","","701","100% (127/127)","0% (0/0)","0% (0/0)","red tape","the event planner was dealing with red tape to decorate the venue","1","over excessive or time-consuming rules and bureaucracy that hinder progress","break down","let me break down the situation for you, so you can understand the complexity","0","to stop working","get hitched","after dating for five years, they decided to get hitched and start a family","0","to get married","paint the town red","after winning the championship, they decided to paint the town red together and celebrate","0","to celebrate and have a wild time","chip on shoulder","while carrying a wooden plank, he accidentally had a chip on his shoulder from a splinter","1","holding a grudge or grievance","0","0","0","0","1","33.21","{}"
"35ZRNT9RVXEUMV6C4LN5OC11B8YO3E","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3H7XDTSHKS7680PWHOQ0DKZM43GGWP","A38DXFI1TZA295","Submitted","Fri Jun 02 13:02:54 PDT 2023","Fri Jun 02 13:14:18 PDT 2023","Fri Jun 30 13:14:18 PDT 2023","","","","684","100% (106/106)","0% (0/0)","0% (0/0)","cup of tea","this green tea is not my cup of tea, I ordered black tea","1","to like something","pull your socks up","before putting on your shoes, don't forget to pull your socks up","1","to be determined to work very hard","wouldn't be caught dead","she's so fashion-conscious that she wouldn't be caught dead in that outfit","0","dislike something very much","two peas in a pod","they were like two peas in a pod, always doing everything together","0","practically identical in appearance","on the dot","she arrived at 3 PM on the dot, showing her punctuality","0","exactly on time","1","1","0","0","0","31.784","{}"
"35ZRNT9RVXEUMV6C4LN5OC11B8YO3E","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3NS0A6KXCKOA2VU1SBA7COT4L5KGZF","AX8NXTT8QMGHC","Submitted","Fri Jun 02 13:03:20 PDT 2023","Fri Jun 02 13:26:10 PDT 2023","Fri Jun 30 13:26:10 PDT 2023","","","","1370","100% (94/94)","0% (0/0)","0% (0/0)","cup of tea","this green tea is not my cup of tea, I ordered black tea","1","to like something","pull your socks up","before putting on your shoes, don't forget to pull your socks up","1","to be determined to work very hard","wouldn't be caught dead","she's so fashion-conscious that she wouldn't be caught dead in that outfit","0","dislike something very much","two peas in a pod","they were like two peas in a pod, always doing everything together","0","practically identical in appearance","on the dot","she arrived at 3 PM on the dot, showing her punctuality","0","exactly on time","1","1","0","0","0","31.389","{}"
"3URJ6VVYV43F4RPG4ZSOYHT7P8UO4Z","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","308XBLVESYK59N0Z28OGPA08WB9BR0","A1LI3JQS2VBOXC","Submitted","Fri Jun 02 13:02:12 PDT 2023","Fri Jun 02 13:02:59 PDT 2023","Fri Jun 30 13:02:59 PDT 2023","","","","47","100% (70/70)","0% (0/0)","0% (0/0)","hands are tied","I'd love to help you, but my hands are tied due to company policy","0","to not be able to do anything about a situation","catch napping","I walked into the room and caught him napping on the couch","1","surprise, take unawares.","kick the bucket","the old couple, inseparable in life, kicked the bucket together in their sleep","0","to die","household name","when the family decided to name their new puppy after her, she became a household name","1","to be very popular","not getting anywhere","the car was stuck in the mud, and we were not getting anywhere with this vehicle","1","to make no progress at all; not improving or advancing a particular situation","0","1","0","1","1","45.27","{}"
"3URJ6VVYV43F4RPG4ZSOYHT7P8UO4Z","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Fri Jun 02 13:01:26 PDT 2023","2","BatchId:5084953;OriginalHitTemplateId:928390909;","3600","2419200","Fri Jun 16 13:01:26 PDT 2023","","","3DUZQ9U6S24WJGYIMEFLGWZBL58SVB","A290OV59Q76QC8","Submitted","Fri Jun 02 13:01:45 PDT 2023","Fri Jun 02 13:12:53 PDT 2023","Fri Jun 30 13:12:53 PDT 2023","","","","668","100% (94/94)","0% (0/0)","0% (0/0)","hands are tied","I'd love to help you, but my hands are tied due to company policy","0","to not be able to do anything about a situation","catch napping","I walked into the room and caught him napping on the couch","1","surprise, take unawares.","kick the bucket","the old couple, inseparable in life, kicked the bucket together in their sleep","0","to die","household name","when the family decided to name their new puppy after her, she became a household name","1","to be very popular","not getting anywhere","the car was stuck in the mud, and we were not getting anywhere with this vehicle","1","to make no progress at all; not improving or advancing a particular situation","0","1","0","1","1","55.47","{}"
