"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.idiom_0","Input.instance_0","Input.label_0","Input.meaning_0","Input.idiom_1","Input.instance_1","Input.label_1","Input.meaning_1","Input.idiom_2","Input.instance_2","Input.label_2","Input.meaning_2","Input.idiom_3","Input.instance_3","Input.label_3","Input.meaning_3","Input.idiom_4","Input.instance_4","Input.label_4","Input.meaning_4","Answer.0_gold","Answer.1_gold","Answer.2_gold","Answer.3_gold","Answer.4_gold","Answer.TimeMe","Answer.feedback","Approve","Reject"
"3YCT0L9ON1PGORRFTLOTHV98DDGNSC","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3XUHV3NRV0EQVD5N5TL98KYAZWNH5M","A2A6FH0F7LD9ND","Submitted","Thu Jun 01 15:23:39 PDT 2023","Thu Jun 01 15:52:10 PDT 2023","Thu Jun 29 15:52:10 PDT 2023","","","","1711","100% (137/137)","0% (0/0)","0% (0/0)","get out of bed on the wrong side","he was so grumpy today, it seemed like he got out of bed on the wrong side","0","be very irritable and grouchy","out of hand","the ball got out of hand when he accidentally dropped it","1","out of control","two peas in a pod","the twins were dressed identically, looking like two peas in a pod","1","practically identical in appearance","the ball is in your court","after I hit the tennis ball over the net, the ball is in your court now","1","the initiative for taking action lies with somebody","acid test","moving in together was the acid test for their relationship to see if they could handle living with each other","0","a test that proves a hypothesis or validity of a product or idea","0","1","2","1","0","65.204","{}"
"3YCT0L9ON1PGORRFTLOTHV98DDGNSC","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3RKNTXVS32ETP7T9LIS7M65SM514AS","A2LMQ4497NMK3S","Submitted","Thu Jun 01 15:22:19 PDT 2023","Thu Jun 01 15:27:49 PDT 2023","Thu Jun 29 15:27:49 PDT 2023","","","","330","100% (188/188)","0% (0/0)","0% (0/0)","get out of bed on the wrong side","he was so grumpy today, it seemed like he got out of bed on the wrong side","0","be very irritable and grouchy","out of hand","the ball got out of hand when he accidentally dropped it","1","out of control","two peas in a pod","the twins were dressed identically, looking like two peas in a pod","1","practically identical in appearance","the ball is in your court","after I hit the tennis ball over the net, the ball is in your court now","1","the initiative for taking action lies with somebody","acid test","moving in together was the acid test for their relationship to see if they could handle living with each other","0","a test that proves a hypothesis or validity of a product or idea","0","1","0","1","0","151.035","{}"
"3YCT0L9ON1PGORRFTLOTHV98DDGNSC","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3JPSL1DZ58FFBF3F3N73LFBSDMWNA6","APRZ7BR8C0ZMQ","Submitted","Thu Jun 01 15:22:39 PDT 2023","Thu Jun 01 15:25:29 PDT 2023","Thu Jun 29 15:25:29 PDT 2023","","","","170","100% (71/71)","0% (0/0)","0% (0/0)","get out of bed on the wrong side","he was so grumpy today, it seemed like he got out of bed on the wrong side","0","be very irritable and grouchy","out of hand","the ball got out of hand when he accidentally dropped it","1","out of control","two peas in a pod","the twins were dressed identically, looking like two peas in a pod","1","practically identical in appearance","the ball is in your court","after I hit the tennis ball over the net, the ball is in your court now","1","the initiative for taking action lies with somebody","acid test","moving in together was the acid test for their relationship to see if they could handle living with each other","0","a test that proves a hypothesis or validity of a product or idea","0","1","0","1","0","38.973","{}"
"3JYPJ2TAZXO7N7Y63G1MELVOO2NPFR","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3P1L2B7ADH5EPJUV1TW69IR8X80LO1","A1HKYY6XI2OHO1","Submitted","Thu Jun 01 15:22:24 PDT 2023","Thu Jun 01 15:32:14 PDT 2023","Thu Jun 29 15:32:14 PDT 2023","","","","590","100% (101/101)","0% (0/0)","0% (0/0)","make ends meet","the tailor was struggling to make ends meet when sewing the two pieces of fabric together","1","make sufficient money to survive on","choke up","hearing the sad news, he started to choke up and could n't speak","0","make a person become overemotional and speechless","under fire","the politician was under fire from the crowd for his controversial statements","0","being shot at","feel the pinch","when the crab grabbed his finger, he started to feel the pinch","1","experience financial hardship","bats in the belfry","his wild theories and peculiar behavior made others think he had bats in the belfry","0","to be silly and slightly crazy and behave in a confused way","1","0","0","1","0","100.216","{}"
"3JYPJ2TAZXO7N7Y63G1MELVOO2NPFR","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","37FMASSAYS7SGOXGCLU7BIZH95OBIA","A2A6FH0F7LD9ND","Submitted","Thu Jun 01 15:23:25 PDT 2023","Thu Jun 01 15:31:55 PDT 2023","Thu Jun 29 15:31:55 PDT 2023","","","","510","100% (137/137)","0% (0/0)","0% (0/0)","make ends meet","the tailor was struggling to make ends meet when sewing the two pieces of fabric together","1","make sufficient money to survive on","choke up","hearing the sad news, he started to choke up and could n't speak","0","make a person become overemotional and speechless","under fire","the politician was under fire from the crowd for his controversial statements","0","being shot at","feel the pinch","when the crab grabbed his finger, he started to feel the pinch","1","experience financial hardship","bats in the belfry","his wild theories and peculiar behavior made others think he had bats in the belfry","0","to be silly and slightly crazy and behave in a confused way","1","1","0","1","0","34.816","{}"
"3JYPJ2TAZXO7N7Y63G1MELVOO2NPFR","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3ND9UOO810IMUS3XSFNGQC4U0A0LWE","APRZ7BR8C0ZMQ","Submitted","Thu Jun 01 15:23:35 PDT 2023","Thu Jun 01 15:48:08 PDT 2023","Thu Jun 29 15:48:08 PDT 2023","","","","1473","100% (71/71)","0% (0/0)","0% (0/0)","make ends meet","the tailor was struggling to make ends meet when sewing the two pieces of fabric together","1","make sufficient money to survive on","choke up","hearing the sad news, he started to choke up and could n't speak","0","make a person become overemotional and speechless","under fire","the politician was under fire from the crowd for his controversial statements","0","being shot at","feel the pinch","when the crab grabbed his finger, he started to feel the pinch","1","experience financial hardship","bats in the belfry","his wild theories and peculiar behavior made others think he had bats in the belfry","0","to be silly and slightly crazy and behave in a confused way","2","0","3","0","0","103.566","{}"
"3U74KRR6811H3R4UILTJR05UFWUNT1","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3ZAZR5XV0HYXLJEWQPEOMX8PN3PCZE","A1HKYY6XI2OHO1","Submitted","Thu Jun 01 15:22:32 PDT 2023","Thu Jun 01 15:36:19 PDT 2023","Thu Jun 29 15:36:19 PDT 2023","","","","827","100% (101/101)","0% (0/0)","0% (0/0)","come out swinging","as soon as the boxing match started, he came out swinging at his opponent","1","be confrontational","roll the dice","she rolled the dice on that decision and hoped for the best","0","to gamble or take a chance on something or someone","take the edge off","using a file, he took the edge off the situation by smoothing the sharp corners of the metal","1","blunt the effect of","give the slip","she accidentally gave him the slip when she handed him a wet, slippery object","1","to get away","ring fencing","the accountant was ring fencing the funds by placing them in a separate account with a unique password","1","to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation","1","0","3","1","0","108.016","{}"
"3U74KRR6811H3R4UILTJR05UFWUNT1","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3OWEPKL08PSXSD5HWKVJBO92CEQN7F","A290OV59Q76QC8","Submitted","Thu Jun 01 15:22:37 PDT 2023","Thu Jun 01 15:42:34 PDT 2023","Thu Jun 29 15:42:34 PDT 2023","","","","1197","100% (94/94)","0% (0/0)","0% (0/0)","come out swinging","as soon as the boxing match started, he came out swinging at his opponent","1","be confrontational","roll the dice","she rolled the dice on that decision and hoped for the best","0","to gamble or take a chance on something or someone","take the edge off","using a file, he took the edge off the situation by smoothing the sharp corners of the metal","1","blunt the effect of","give the slip","she accidentally gave him the slip when she handed him a wet, slippery object","1","to get away","ring fencing","the accountant was ring fencing the funds by placing them in a separate account with a unique password","1","to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation","1","2","1","1","1","66.468","{}"
"3U74KRR6811H3R4UILTJR05UFWUNT1","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3YMU66OBI3OOBAU7MP40CHPZP51GH3","AKQAI78JTXXC9","Submitted","Thu Jun 01 15:23:30 PDT 2023","Thu Jun 01 15:30:25 PDT 2023","Thu Jun 29 15:30:25 PDT 2023","","","","415","100% (85/85)","0% (0/0)","0% (0/0)","come out swinging","as soon as the boxing match started, he came out swinging at his opponent","1","be confrontational","roll the dice","she rolled the dice on that decision and hoped for the best","0","to gamble or take a chance on something or someone","take the edge off","using a file, he took the edge off the situation by smoothing the sharp corners of the metal","1","blunt the effect of","give the slip","she accidentally gave him the slip when she handed him a wet, slippery object","1","to get away","ring fencing","the accountant was ring fencing the funds by placing them in a separate account with a unique password","1","to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation","1","0","1","1","0","114.951","{}"
"306996CF7B0ETY3ODC40UZM56OPB1R","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Thu Jun 01 15:22:09 PDT 2023","4","BatchId:5084431;OriginalHitTemplateId:928390909;","3600","2419200","Thu Jun 15 15:22:09 PDT 2023","","","3CPLWGV3M4F16WTABHT3PK0874EN9R","A1HKYY6XI2OHO1","Submitted","Thu Jun 01 15:22:39 PDT 2023","Thu Jun 01 15:37:27 PDT 2023","Thu Jun 29 15:37:27 PDT 2023","","","","888","100% (101/101)","0% (0/0)","0% (0/0)","apples and oranges","arguing about their preferences in music was like comparing apples and oranges","0","two things that are fundamentally different and therefore not suited to comparison","ball and chain","the prisoner was carrying a ball and chain as a part of his punishment","1","a burden or problem that ties you down and prevents you from doing what you want","wouldn't be seen dead","she wouldn't be seen dead in that outfit, as it was completely out of style","0","to be too ashamed or embarrassed of something","bad blood","after the transfusion, the doctor discovered that there's bad blood between them","1","to have ill feelings towards someone","cross paths","while walking in the park, we happened to cross paths with her at the intersection","1","encounter or meet someone by chance.","0","1","0","1","1","108.83","{}"
