numHIT,total_time,gold_maxvote_diff,gold_gpt_diff,time_per_HIT,mean_gold_maxvote_diff,mean_gold_gpt_diff
240,6935.574999999995,29,51,28.898229166666646,0.12083333333333333,0.2125
228,7497.891,59,84,32.88548684210526,0.25877192982456143,0.3684210526315789
255,8053.835000000007,27,52,31.583666666666694,0.10588235294117647,0.20392156862745098
315,45685.929999999906,60,85,145.0346984126981,0.19047619047619047,0.2698412698412698
110,8058.795000000003,10,27,73.26177272727276,0.09090909090909091,0.24545454545454545
185,8522.080000000016,44,56,46.065297297297384,0.23783783783783785,0.3027027027027027
223,5934.169999999999,25,60,26.61062780269058,0.11210762331838565,0.26905829596412556
85,13752.615000000007,14,28,161.7954705882354,0.16470588235294117,0.32941176470588235
88,2498.2739999999994,19,22,28.389477272727266,0.2159090909090909,0.25
210,10529.609999999991,26,51,50.14099999999996,0.12380952380952381,0.24285714285714285
55,3970.6400000000026,13,28,72.1934545454546,0.23636363636363636,0.509090909090909
40,3454.5249999999996,5,15,86.363125,0.125,0.375
