"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.idiom_0","Input.meaning_0","Input.instance_0","Input.label_0","Input.idiom_1","Input.meaning_1","Input.instance_1","Input.label_1","Input.idiom_2","Input.meaning_2","Input.instance_2","Input.label_2","Input.idiom_3","Input.meaning_3","Input.instance_3","Input.label_3","Input.idiom_4","Input.meaning_4","Input.instance_4","Input.label_4","Answer.0_gold","Answer.1_gold","Answer.2_gold","Answer.3_gold","Answer.4_gold","Approve","Reject"
"36KM3FWE46SRKXFG4COKBSHZHBP704","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","34J10VATJVEFKUZ5V3RX67UGMIRQIK","A2H1QUGX0SOUMH","Submitted","Mon Apr 10 08:21:10 PDT 2023","Mon Apr 10 08:22:32 PDT 2023","Mon May 08 08:22:32 PDT 2023","","","","82","100% (1/1)","100% (1/1)","100% (1/1)","up to the neck","when people are very involved in something, especially when it's something wrong","They were up to the neck in water, swimming in a pool","1","turn back on","choose not to speak to","I had to turn back on it to use it again","1","straight from the horse's mouth","from a dependable or reliable source","He heard it straight from the horse's mouth","2","crocodile tears","fake cry","He was shedding crocodile tears","2","flash in the pan","something that cannot be repeated, usually a positive concept","The party was a flash in the pan as the fireworks they set went off in an instant","1","1","1","0","0","2"
"36KM3FWE46SRKXFG4COKBSHZHBP704","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","3YT88D1N0OEEJOJRXV0D6FGI4U23K5","A2TBXASXZIRNNW","Submitted","Mon Apr 10 08:10:28 PDT 2023","Mon Apr 10 08:16:51 PDT 2023","Mon May 08 08:16:51 PDT 2023","","","","383","100% (1/1)","100% (1/1)","100% (1/1)","up to the neck","when people are very involved in something, especially when it's something wrong","They were up to the neck in water, swimming in a pool","1","turn back on","choose not to speak to","I had to turn back on it to use it again","1","straight from the horse's mouth","from a dependable or reliable source","He heard it straight from the horse's mouth","2","crocodile tears","fake cry","He was shedding crocodile tears","2","flash in the pan","something that cannot be repeated, usually a positive concept","The party was a flash in the pan as the fireworks they set went off in an instant","1","1","2","2","2","0"
"36KM3FWE46SRKXFG4COKBSHZHBP704","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","3E4GGUZ1TO7PY6N8TVM8N5BQYG22KT","A2YO837C0O1E91","Submitted","Mon Apr 10 08:14:32 PDT 2023","Mon Apr 10 08:15:25 PDT 2023","Mon May 08 08:15:25 PDT 2023","","","","53","100% (1/1)","100% (1/1)","100% (1/1)","up to the neck","when people are very involved in something, especially when it's something wrong","They were up to the neck in water, swimming in a pool","1","turn back on","choose not to speak to","I had to turn back on it to use it again","1","straight from the horse's mouth","from a dependable or reliable source","He heard it straight from the horse's mouth","2","crocodile tears","fake cry","He was shedding crocodile tears","2","flash in the pan","something that cannot be repeated, usually a positive concept","The party was a flash in the pan as the fireworks they set went off in an instant","1","1","0","2","0","0"
"3YOAVL4CBFXR3V3N6835EF0B8GI4Z9","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","38YMOXR4MAF4B70Q5BHE1TMX1SCW6Z","A1HKYY6XI2OHO1","Submitted","Mon Apr 10 08:22:24 PDT 2023","Mon Apr 10 08:24:29 PDT 2023","Mon May 08 08:24:29 PDT 2023","","","","125","100% (1/1)","100% (1/1)","100% (1/1)","backroom boy(s)","people who work in anonymity","He is one of the backroom boys, quietly involved in decision-making processes","0","queer pitch","spoil somebody's chance of doing something.","He threw a queer pitch which made the opposing team confused","0","cut down","to reduce the amount of something (usually bad)","We had to cut down the tree to make room for the new flower bed","0","above board","straight; without concealment, legitimate; open","Everything was above board, literally visible to everyone","1","yoke around one's neck","a fatiguing burden.","He carried a yoke around his neck as he plowed the fields","1","0","1","1","1","1"
"3YOAVL4CBFXR3V3N6835EF0B8GI4Z9","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","31UV0MXWN6SQR8G7BB3U8WZPQM35IL","A1LI3JQS2VBOXC","Submitted","Mon Apr 10 08:08:18 PDT 2023","Mon Apr 10 08:11:23 PDT 2023","Mon May 08 08:11:23 PDT 2023","","","","185","100% (1/1)","100% (1/1)","100% (1/1)","backroom boy(s)","people who work in anonymity","He is one of the backroom boys, quietly involved in decision-making processes","0","queer pitch","spoil somebody's chance of doing something.","He threw a queer pitch which made the opposing team confused","0","cut down","to reduce the amount of something (usually bad)","We had to cut down the tree to make room for the new flower bed","0","above board","straight; without concealment, legitimate; open","Everything was above board, literally visible to everyone","1","yoke around one's neck","a fatiguing burden.","He carried a yoke around his neck as he plowed the fields","1","0","0","1","1","1"
"3YOAVL4CBFXR3V3N6835EF0B8GI4Z9","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","3D8YOU6S9U0RJ3BLAB2DJ510GC26UB","A2H1QUGX0SOUMH","Submitted","Mon Apr 10 08:12:07 PDT 2023","Mon Apr 10 08:14:10 PDT 2023","Mon May 08 08:14:10 PDT 2023","","","","123","100% (1/1)","100% (1/1)","100% (1/1)","backroom boy(s)","people who work in anonymity","He is one of the backroom boys, quietly involved in decision-making processes","0","queer pitch","spoil somebody's chance of doing something.","He threw a queer pitch which made the opposing team confused","0","cut down","to reduce the amount of something (usually bad)","We had to cut down the tree to make room for the new flower bed","0","above board","straight; without concealment, legitimate; open","Everything was above board, literally visible to everyone","1","yoke around one's neck","a fatiguing burden.","He carried a yoke around his neck as he plowed the fields","1","0","1","1","1","2"
"31KPKEKW5PTEM9I6HT00GU3V01G0BJ","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","33FOTY3KE210QNTOIE5WU3OD11F1CY","A1LI3JQS2VBOXC","Submitted","Mon Apr 10 08:10:44 PDT 2023","Mon Apr 10 08:15:22 PDT 2023","Mon May 08 08:15:22 PDT 2023","","","","278","100% (1/1)","100% (1/1)","100% (1/1)","across the board","applying to everyone","We took action across the board that was laid out in front of us","1","kill the goose that lays the golden egg","to destroy something that is profitable to you mostly because of greed.","They killed the goose that lays the golden egg for its delicious dinner","1","your guess is as good as mine","I don't know","Your guess is as good as mine","2","nip in the bud","check something thoroughly.","We nipped it in the bud while it was still a bud","1","walk out on","end a relationship with someone suddenly","He walked out on her","2","0","0","2","1","2"
"31KPKEKW5PTEM9I6HT00GU3V01G0BJ","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","39GAF6DQW7GWPWZO9V01KVC2M8TV1P","A2TBXASXZIRNNW","Submitted","Mon Apr 10 08:01:03 PDT 2023","Mon Apr 10 08:04:53 PDT 2023","Mon May 08 08:04:53 PDT 2023","","","","230","100% (1/1)","100% (1/1)","100% (1/1)","across the board","applying to everyone","We took action across the board that was laid out in front of us","1","kill the goose that lays the golden egg","to destroy something that is profitable to you mostly because of greed.","They killed the goose that lays the golden egg for its delicious dinner","1","your guess is as good as mine","I don't know","Your guess is as good as mine","2","nip in the bud","check something thoroughly.","We nipped it in the bud while it was still a bud","1","walk out on","end a relationship with someone suddenly","He walked out on her","2","0","1","2","1","2"
"31KPKEKW5PTEM9I6HT00GU3V01G0BJ","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","3Y5140Z9DDWUKIYQVQC86246HM4IPK","A38DXFI1TZA295","Submitted","Mon Apr 10 08:08:12 PDT 2023","Mon Apr 10 08:16:28 PDT 2023","Mon May 08 08:16:28 PDT 2023","","","","496","100% (1/1)","100% (1/1)","100% (1/1)","across the board","applying to everyone","We took action across the board that was laid out in front of us","1","kill the goose that lays the golden egg","to destroy something that is profitable to you mostly because of greed.","They killed the goose that lays the golden egg for its delicious dinner","1","your guess is as good as mine","I don't know","Your guess is as good as mine","2","nip in the bud","check something thoroughly.","We nipped it in the bud while it was still a bud","1","walk out on","end a relationship with someone suddenly","He walked out on her","2","0","3","2","1","2"
"3WJGKMRWWXPRVYB675KQ6LTWCBPCDV","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Mon Apr 10 08:00:17 PDT 2023","3","BatchId:5051730;OriginalHitTemplateId:928390909;","600","2419200","Mon May 01 08:00:17 PDT 2023","","","35LDD5557QKF5AR13D5S2EPO4LIMK3","A2YO837C0O1E91","Submitted","Mon Apr 10 08:07:15 PDT 2023","Mon Apr 10 08:08:25 PDT 2023","Mon May 08 08:08:25 PDT 2023","","","","70","100% (1/1)","100% (1/1)","100% (1/1)","not playing with a full deck","not mentally sound","He's not playing with a full deck because he's only got fifty-two cards instead of fifty-five","1","olive branch","to show that someone wants to end a disagreement and make peace","She extended an olive branch in order to signal the intention of making peace","0","the lion's den","a place which is uncomfortable","They walked into the lion's den","2","safe bet","fair assumption; reasonable guess; opinion or view that is likely to prove correct.","It's a safe bet","2","spill the beans","disclose a secret or reveal something prematurely","She spilled the beans about the surprise party when she blurted out the details","0","1","0","2","2","0"
