"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.idiom_0","Input.instance_0","Input.label_0","Input.meaning_0","Input.idiom_1","Input.instance_1","Input.label_1","Input.meaning_1","Input.idiom_2","Input.instance_2","Input.label_2","Input.meaning_2","Input.idiom_3","Input.instance_3","Input.label_3","Input.meaning_3","Input.idiom_4","Input.instance_4","Input.label_4","Input.meaning_4","Answer.0_gold","Answer.0_revision","Answer.1_gold","Answer.1_revision","Answer.2_gold","Answer.2_revision","Answer.3_gold","Answer.3_revision","Answer.4_gold","Answer.4_revision","Answer.TimeMe","Answer.feedback","Approve","Reject"
"3909MD9T3EX3QG9GU2LBK9WKATJEFP","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:25 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:25 PDT 2023","","","30BXRYBRPKDK8WK71U8IYKBNI31HWW","A1HKYY6XI2OHO1","Submitted","Wed May 31 15:01:42 PDT 2023","Wed May 31 15:33:12 PDT 2023","Wed Jun 28 15:33:12 PDT 2023","","","","1890","100% (101/101)","0% (0/0)","0% (0/0)","catch up","I need to catch up with her to discuss the latest news","0","to get to the same level, standard, or status as something or someone","rise and shine","rise and shine","2","to ask someone to wake up and become active in the daily chores","bite off more than one can chew","he bit off more than he could chew","2","to try to do something that is too difficult for you, or more than you can manage","bare bones","presented the bare bones","2","most basic and important elements or facts","not have a clue","didn't have a clue","2","to not know something.","0","{}","0","{}","2","{}","2","{}","2","{}","147.674","{}"
"3909MD9T3EX3QG9GU2LBK9WKATJEFP","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:25 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:25 PDT 2023","","","3URFVVM16LYT7DVWCGZOG3UVTD9ZU7","A290OV59Q76QC8","Submitted","Wed May 31 15:04:28 PDT 2023","Wed May 31 15:08:47 PDT 2023","Wed Jun 28 15:08:47 PDT 2023","","","","259","100% (94/94)","0% (0/0)","0% (0/0)","catch up","I need to catch up with her to discuss the latest news","0","to get to the same level, standard, or status as something or someone","rise and shine","rise and shine","2","to ask someone to wake up and become active in the daily chores","bite off more than one can chew","he bit off more than he could chew","2","to try to do something that is too difficult for you, or more than you can manage","bare bones","presented the bare bones","2","most basic and important elements or facts","not have a clue","didn't have a clue","2","to not know something.","0","{}","2","{}","2","{}","2","{}","2","{}","36.488","{}"
"3909MD9T3EX3QG9GU2LBK9WKATJEFP","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:25 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:25 PDT 2023","","","3EFE17QCRSLR1F3YHPYH1V82CQ5SHS","A2LMQ4497NMK3S","Submitted","Wed May 31 15:02:01 PDT 2023","Wed May 31 15:32:30 PDT 2023","Wed Jun 28 15:32:30 PDT 2023","","","","1829","100% (188/188)","0% (0/0)","0% (0/0)","catch up","I need to catch up with her to discuss the latest news","0","to get to the same level, standard, or status as something or someone","rise and shine","rise and shine","2","to ask someone to wake up and become active in the daily chores","bite off more than one can chew","he bit off more than he could chew","2","to try to do something that is too difficult for you, or more than you can manage","bare bones","presented the bare bones","2","most basic and important elements or facts","not have a clue","didn't have a clue","2","to not know something.","0","{}","0","{}","2","{}","2","she presented the bare bones","2","she didn't have a clue","165.863","{}"
"3JUDR1D0EL78MPN9FY14U7R9KS22Q5","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:26 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:26 PDT 2023","","","32ZKVD547V3DQLFXRINK7CXSPX2B34","A1I7H6RDJS4EKN","Submitted","Wed May 31 15:02:08 PDT 2023","Wed May 31 15:09:17 PDT 2023","Wed Jun 28 15:09:17 PDT 2023","","","","429","100% (20/20)","0% (0/0)","0% (0/0)","at the bottom of the ladder","she started at the bottom of the ladder","2","occupying the lowest, most basic position in a given group","as far as","as far as the eye can see","2","to the extent of something","straighten up and fly right","after a stern warning from his boss, he decided to straighten up and fly right at work","0","to get serious and stop acting absurd anymore.","makes my ears burn","hearing people gossip about me makes my ears burn","0","to be embarrassed by what you hear, especially if the conversation is about you","ahead of the curve","was staying ahead of the curve","2","better than others","2","{}","2","{}","0","after a stern warning from his boss he decided to straighten up and fly right","0","{}","0","{}","422.214","{}"
"3JUDR1D0EL78MPN9FY14U7R9KS22Q5","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:26 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:26 PDT 2023","","","3DHE4R9OCCRKWKRP341TPDJXZWT2G0","A290OV59Q76QC8","Submitted","Wed May 31 15:20:04 PDT 2023","Wed May 31 15:21:12 PDT 2023","Wed Jun 28 15:21:12 PDT 2023","","","","68","100% (94/94)","0% (0/0)","0% (0/0)","at the bottom of the ladder","she started at the bottom of the ladder","2","occupying the lowest, most basic position in a given group","as far as","as far as the eye can see","2","to the extent of something","straighten up and fly right","after a stern warning from his boss, he decided to straighten up and fly right at work","0","to get serious and stop acting absurd anymore.","makes my ears burn","hearing people gossip about me makes my ears burn","0","to be embarrassed by what you hear, especially if the conversation is about you","ahead of the curve","was staying ahead of the curve","2","better than others","2","{}","2","{}","0","{}","0","{}","2","{}","42.805","{}"
"3JUDR1D0EL78MPN9FY14U7R9KS22Q5","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:26 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:26 PDT 2023","","","3RWE2M8QWXQJA25XBLAAW9ZF3AW0NN","A2LMQ4497NMK3S","Submitted","Wed May 31 15:02:05 PDT 2023","Wed May 31 15:26:52 PDT 2023","Wed Jun 28 15:26:52 PDT 2023","","","","1487","100% (188/188)","0% (0/0)","0% (0/0)","at the bottom of the ladder","she started at the bottom of the ladder","2","occupying the lowest, most basic position in a given group","as far as","as far as the eye can see","2","to the extent of something","straighten up and fly right","after a stern warning from his boss, he decided to straighten up and fly right at work","0","to get serious and stop acting absurd anymore.","makes my ears burn","hearing people gossip about me makes my ears burn","0","to be embarrassed by what you hear, especially if the conversation is about you","ahead of the curve","was staying ahead of the curve","2","better than others","2","{}","2","{}","0","{}","0","{}","2","she was staying ahead of the curve","174.761","{}"
"3OND0WXMIBVN4C0MPS9BNU8XQ8WEHN","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:26 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:26 PDT 2023","","","3QL2OFSM9MY34U0DN13URA1GCZRCNQ","A1HKYY6XI2OHO1","Submitted","Wed May 31 15:01:41 PDT 2023","Wed May 31 15:32:31 PDT 2023","Wed Jun 28 15:32:31 PDT 2023","","","","1850","100% (101/101)","0% (0/0)","0% (0/0)","skeleton in the closet","we discovered a skeleton in the closet","2","a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","from A to Z","she studied the subject so thoroughly that she learned it from A to Z","0","comprehensive","top dog","became the top dog","2","The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","the early bird catches the worm","the early bird catches the worm","2","it refers to people who arrive earlier are the ones who get the best deals","fall out","they had a fall out","2","to disagree with someone about something","2","{}","0","{}","2","{}","2","{}","0","they had a falling out","141.136","{}"
"3OND0WXMIBVN4C0MPS9BNU8XQ8WEHN","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:26 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:26 PDT 2023","","","3AUQQEL7UL9WI7E6DCW16QTSPDWV0X","A2LMQ4497NMK3S","Submitted","Wed May 31 15:01:09 PDT 2023","Wed May 31 15:07:48 PDT 2023","Wed Jun 28 15:07:48 PDT 2023","","","","399","100% (188/188)","0% (0/0)","0% (0/0)","skeleton in the closet","we discovered a skeleton in the closet","2","a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","from A to Z","she studied the subject so thoroughly that she learned it from A to Z","0","comprehensive","top dog","became the top dog","2","The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","the early bird catches the worm","the early bird catches the worm","2","it refers to people who arrive earlier are the ones who get the best deals","fall out","they had a fall out","2","to disagree with someone about something","2","{}","0","{}","2","she became the top dog","2","{}","0","they had a falling out","206.678","{}"
"3OND0WXMIBVN4C0MPS9BNU8XQ8WEHN","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:26 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:26 PDT 2023","","","3OVHNO1VEMH7QBKAQL9Z63Q77DCDZ9","AURYD2FH3FUOQ","Submitted","Wed May 31 15:01:25 PDT 2023","Wed May 31 15:20:09 PDT 2023","Wed Jun 28 15:20:09 PDT 2023","","","","1124","100% (91/91)","0% (0/0)","0% (0/0)","skeleton in the closet","we discovered a skeleton in the closet","2","a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","from A to Z","she studied the subject so thoroughly that she learned it from A to Z","0","comprehensive","top dog","became the top dog","2","The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","the early bird catches the worm","the early bird catches the worm","2","it refers to people who arrive earlier are the ones who get the best deals","fall out","they had a fall out","2","to disagree with someone about something","2","{}","0","{}","2","{}","2","{}","0","They fell out.","132","One of your examples says ""we broke the ice together"", and you say ""discard"" because it says ""shattered"". No, it doesn't."
"307FVKVSZ6V8JLXHNDBMNV7CZG6748","3F4CSA8LJ4OBKYT77FHJJ5MYNRT22Z","RE: Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence and revise if needed. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context. Expected time: 1-2 min.","text, idiom, english, classification, nlp","$0.30","Wed May 31 15:00:26 PDT 2023","4","BatchId:5083613;OriginalHitTemplateId:928390909;","3600","2419200","Wed Jun 14 15:00:26 PDT 2023","","","388U7OUMFNH4P0XP4SRR5T4P47K0RA","A2A6FH0F7LD9ND","Submitted","Wed May 31 15:01:27 PDT 2023","Wed May 31 15:25:51 PDT 2023","Wed Jun 28 15:25:51 PDT 2023","","","","1464","100% (137/137)","0% (0/0)","0% (0/0)","go through the roof","went through the roof","2","to become very angry","joined the club","joined the club together","2","said in answer to something that someone has said, meaning that you are in the same bad situation as they are","looked through colored glasses","looked through colored glasses","2","to look the things not as they are; having a heavily biased worldview","run out","run out of time","2","to not have enough of something","draw a blank","was drawing a blank","2","to get no response from someone","2","{}","2","{}","2","{}","0","{}","0","{}","41.713","{}"
