"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.idiom_0","Input.meaning_0","Input.instance_0","Input.label_0","Input.idiom_1","Input.meaning_1","Input.instance_1","Input.label_1","Input.idiom_2","Input.meaning_2","Input.instance_2","Input.label_2","Input.idiom_3","Input.meaning_3","Input.instance_3","Input.label_3","Input.idiom_4","Input.meaning_4","Input.instance_4","Input.label_4","Answer.0_gold","Answer.1_gold","Answer.2_gold","Answer.3_gold","Answer.4_gold","Approve","Reject"
"3XH7ZM9YYHAJYAN8DM5J9K9SLR09R4","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3T3IWE1XGM35T8FGPFQ1KEWPXVKQT6","A2LMQ4497NMK3S","Submitted","Sun Apr 09 16:39:39 PDT 2023","Sun Apr 09 16:42:19 PDT 2023","Sun May 07 16:42:19 PDT 2023","","","","160","100% (1/1)","100% (1/1)","100% (1/1)","put cards on the table","be open and honest","Let's put our cards on the table and be honest with each other","0","put your head on the block","if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong","He put his head on the block","2","silver spoon","having a rich or privileged background","She had a silver spoon when it came to her education since her parents could afford to send her to the best schools","0","concern with","to be busy with something","He was concerned with the results","2","no room to swing a cat","a very small place","The house had no room to swing a cat as it was too crowded with furniture and other belongings","0","0","2","0","0","2"
"3XH7ZM9YYHAJYAN8DM5J9K9SLR09R4","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3YGXWBAF7GXHIMQ75WOYS1VGDH04CH","A2OVOVZBJYUO","Submitted","Sun Apr 09 16:05:25 PDT 2023","Sun Apr 09 16:15:07 PDT 2023","Sun May 07 16:15:07 PDT 2023","","","","582","100% (1/1)","100% (1/1)","100% (1/1)","put cards on the table","be open and honest","Let's put our cards on the table and be honest with each other","0","put your head on the block","if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong","He put his head on the block","2","silver spoon","having a rich or privileged background","She had a silver spoon when it came to her education since her parents could afford to send her to the best schools","0","concern with","to be busy with something","He was concerned with the results","2","no room to swing a cat","a very small place","The house had no room to swing a cat as it was too crowded with furniture and other belongings","0","0","2","0","2","1"
"3XH7ZM9YYHAJYAN8DM5J9K9SLR09R4","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3FIUS151DBIABEZW2JMIRHDY1E1GGQ","A2TBXASXZIRNNW","Submitted","Sun Apr 09 16:06:54 PDT 2023","Sun Apr 09 16:13:04 PDT 2023","Sun May 07 16:13:04 PDT 2023","","","","370","100% (1/1)","100% (1/1)","100% (1/1)","put cards on the table","be open and honest","Let's put our cards on the table and be honest with each other","0","put your head on the block","if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong","He put his head on the block","2","silver spoon","having a rich or privileged background","She had a silver spoon when it came to her education since her parents could afford to send her to the best schools","0","concern with","to be busy with something","He was concerned with the results","2","no room to swing a cat","a very small place","The house had no room to swing a cat as it was too crowded with furniture and other belongings","0","0","2","0","2","1"
"3AXFSPQOZ5EB1WV883W2HP9CE81FJA","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3AAPLD8UCSXSGFGD6P37B04O68NHT0","A1LI3JQS2VBOXC","Submitted","Sun Apr 09 16:20:57 PDT 2023","Sun Apr 09 16:21:30 PDT 2023","Sun May 07 16:21:30 PDT 2023","","","","33","100% (1/1)","100% (1/1)","100% (1/1)","over the moon","extremely pleased or happy","He was over the moon when he heard the news of his promotion","0","at sea","It means to be confused or not understand something at all.","They were at sea trying to make sense of the situation","0","skating on thin ice","to do something considered quite dangerous or risky","He's skating on thin ice and he could break through it at any moment","1","man's best friend","It refers to animals that are of use to human beings, mostly used to address dogs.","He is a man's best friend","2","black book","a book containing a list of secret contacts","He wrote it in his black book when the ink matched","1","0","0","1","2","1"
"3AXFSPQOZ5EB1WV883W2HP9CE81FJA","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","34QN5IT0TF7Y7VIT5JLREC9K6EZ08R","A26UIS59SY4NM6","Submitted","Sun Apr 09 16:02:15 PDT 2023","Sun Apr 09 16:10:21 PDT 2023","Sun May 07 16:10:21 PDT 2023","","","","486","100% (1/1)","100% (1/1)","100% (1/1)","over the moon","extremely pleased or happy","He was over the moon when he heard the news of his promotion","0","at sea","It means to be confused or not understand something at all.","They were at sea trying to make sense of the situation","0","skating on thin ice","to do something considered quite dangerous or risky","He's skating on thin ice and he could break through it at any moment","1","man's best friend","It refers to animals that are of use to human beings, mostly used to address dogs.","He is a man's best friend","2","black book","a book containing a list of secret contacts","He wrote it in his black book when the ink matched","1","0","2","1","0","1"
"3AXFSPQOZ5EB1WV883W2HP9CE81FJA","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3M1CVSFP6GL0ECG7JFZKP96X96YQAK","A2TBXASXZIRNNW","Submitted","Sun Apr 09 16:26:17 PDT 2023","Sun Apr 09 16:30:35 PDT 2023","Sun May 07 16:30:35 PDT 2023","","","","258","100% (1/1)","100% (1/1)","100% (1/1)","over the moon","extremely pleased or happy","He was over the moon when he heard the news of his promotion","0","at sea","It means to be confused or not understand something at all.","They were at sea trying to make sense of the situation","0","skating on thin ice","to do something considered quite dangerous or risky","He's skating on thin ice and he could break through it at any moment","1","man's best friend","It refers to animals that are of use to human beings, mostly used to address dogs.","He is a man's best friend","2","black book","a book containing a list of secret contacts","He wrote it in his black book when the ink matched","1","0","0","1","2","1"
"33NKDW9FGCY5T4GNY5L20SWOSTOCXK","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3XCC1ODXD1RSDT2OLQL6KZV79AKQRQ","A26UIS59SY4NM6","Submitted","Sun Apr 09 16:03:41 PDT 2023","Sun Apr 09 16:13:04 PDT 2023","Sun May 07 16:13:04 PDT 2023","","","","563","100% (1/1)","100% (1/1)","100% (1/1)","good egg","a kind person","He is a good egg because he always helps me out when I'm in need","0","a wet blanket","a person who spoils other people's fun.","He's a wet blanket","2","graveyard shift","a period of work, for example in a factory, that begins late at night and ends early in the morning","She works the graveyard shift, meaning her job requires longs hours spent in the dark","0","call it a day","stop doing something, especially working","Let's call it a day","2","back to the drawing board","back to the planning stage","We went back to the drawing board as we needed a fresh start","1","0","0","1","0","0"
"33NKDW9FGCY5T4GNY5L20SWOSTOCXK","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3W92K5RLWAXVDE07AI2DNLPJYKBV5C","A2TBXASXZIRNNW","Submitted","Sun Apr 09 16:12:33 PDT 2023","Sun Apr 09 16:15:51 PDT 2023","Sun May 07 16:15:51 PDT 2023","","","","198","100% (1/1)","100% (1/1)","100% (1/1)","good egg","a kind person","He is a good egg because he always helps me out when I'm in need","0","a wet blanket","a person who spoils other people's fun.","He's a wet blanket","2","graveyard shift","a period of work, for example in a factory, that begins late at night and ends early in the morning","She works the graveyard shift, meaning her job requires longs hours spent in the dark","0","call it a day","stop doing something, especially working","Let's call it a day","2","back to the drawing board","back to the planning stage","We went back to the drawing board as we needed a fresh start","1","0","2","1","2","0"
"33NKDW9FGCY5T4GNY5L20SWOSTOCXK","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","3DEL4X4ELM1LJRFMLZ8SM3KX90PXYZ","APRZ7BR8C0ZMQ","Submitted","Sun Apr 09 16:38:38 PDT 2023","Sun Apr 09 16:39:18 PDT 2023","Sun May 07 16:39:18 PDT 2023","","","","40","100% (1/1)","100% (1/1)","100% (1/1)","good egg","a kind person","He is a good egg because he always helps me out when I'm in need","0","a wet blanket","a person who spoils other people's fun.","He's a wet blanket","2","graveyard shift","a period of work, for example in a factory, that begins late at night and ends early in the morning","She works the graveyard shift, meaning her job requires longs hours spent in the dark","0","call it a day","stop doing something, especially working","Let's call it a day","2","back to the drawing board","back to the planning stage","We went back to the drawing board as we needed a fresh start","1","0","2","0","2","0"
"3XD2A6FGG2AVZPNLSB5OZUEO7TJ9SS","3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Sun Apr 09 16:01:07 PDT 2023","3","BatchId:5051395;OriginalHitTemplateId:928390909;","600","2419200","Sun Apr 30 16:01:07 PDT 2023","","","39O5D9O8798W0Q735IJFIW3AZH4C34","A1LI3JQS2VBOXC","Submitted","Sun Apr 09 16:10:36 PDT 2023","Sun Apr 09 16:11:14 PDT 2023","Sun May 07 16:11:14 PDT 2023","","","","38","100% (1/1)","100% (1/1)","100% (1/1)","rub the wrong way","to tick someone off","It rubbed the wrong way when he started criticizing her performance","0","ball and chain","a burden or problem that ties you down and prevents you from doing what you want","My job is like a ball and chain because I have to stay in the office all day","1","tore your hair out","to be extremely agitated or distressed about something","She was tearing her hair out trying to figure out the cause of the problem","0","in touch","to remain in contact with someone, especially when separated by time or distance","We need to stay in touch and make sure that we keep up with each other's lives","0","birds of a feather","people with similar tastes, interests, and backgrounds","We are birds of a feather because we both have feathers","1","0","0","2","0","1"
