"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.idiom_0","Input.meaning_0","Input.instance_0","Input.label_0","Input.idiom_1","Input.meaning_1","Input.instance_1","Input.label_1","Input.idiom_2","Input.meaning_2","Input.instance_2","Input.label_2","Input.idiom_3","Input.meaning_3","Input.instance_3","Input.label_3","Input.idiom_4","Input.meaning_4","Input.instance_4","Input.label_4","Answer.0_gold","Answer.1_gold","Answer.2_gold","Answer.3_gold","Answer.4_gold","Answer.TimeMe","Answer.feedback","Approve","Reject"
"3SNR5F7RAH9N07B6VARWN69CPTDEIX","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:15 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:15 PDT 2023","","","3TPZPLC3MGSFUFG7AN5L2W2HZD63PN","A277V4SHQB8JRS","Submitted","Tue Apr 11 22:38:38 PDT 2023","Tue Apr 11 22:39:42 PDT 2023","Tue May 09 22:39:42 PDT 2023","","","","64","100% (1/1)","100% (1/1)","100% (1/1)","a cuckoo in the nest","an unwelcome intruder in a place or situation.","He was a cuckoo in the nest because he had different views from the team","0","uncharted waters","when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen","We are in uncharted waters","2","paddle own canoe","To be able to act without having to depend on anyone.","She was paddling her own canoe as she found success all on her own","0","rock the boat","to make trouble.","He decided to rock the boat by literally rocking it back and forth in the water","1","those three little words","the three words ""I love you""","He said those three little words when he admitted his guilt in court","1","0","2","0","1","1","52.341","{}"
"301KG0KXAR1V9WO6W8EALTZ8SD8H25","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:15 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:15 PDT 2023","","","3FQ5JJ51214LNSC1FEKSFTEOAJJNKC","A1I7H6RDJS4EKN","Submitted","Tue Apr 11 21:11:59 PDT 2023","Tue Apr 11 21:17:49 PDT 2023","Tue May 09 21:17:49 PDT 2023","","","","350","100% (1/1)","100% (1/1)","100% (1/1)","a sight for sore eyes","a way of saying that you are happy to see someone","She was a sight for sore eyes","2","bull in a china shop","extremely awkward, clumsy person","He acted like a bull in a china shop when making decisions, breaking many fragile objects as he went","0","up a blind alley","to be doing something that will definitely have a negative outcome","We went up a blind alley","2","in the dark","uninformed, a state of ignorance.","They were in the dark when the power went out","1","top dog","The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","He's the top dog as he always walks ahead of the other three dogs","1","0","0","2","1","1","78.335","{}"
"36818Z1KWIT5KRCBU2INNHHWLWIA3Y","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:15 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:15 PDT 2023","","","34V1S5K3G8HTZBNIC07MN9EM40P963","A277V4SHQB8JRS","Submitted","Tue Apr 11 22:31:34 PDT 2023","Tue Apr 11 22:32:53 PDT 2023","Tue May 09 22:32:53 PDT 2023","","","","79","100% (1/1)","100% (1/1)","100% (1/1)","a whole raft of","a large collection of something","I got a whole raft of information","2","jury's out","when there is no general agreement or consensus on something","The jury's out on what to do next","0","take the biscuit","be the most remarkable or foolish of its kind","That took the biscuit","2","jobs for the boys","work that someone in an important position gives to their friends or relations","They got jobs for the boys","2","black hole","a place in which things are lost never to be seen again","He fell into a black hole","2","0","0","2","2","2","67.35","{}"
"3X878VYTJTYIH1U67U75EZ43NEH7FD","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:16 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:16 PDT 2023","","","3NJM2BJS4CM37FCQ3GGMVZ6B5PBPCX","A1P3Z24Y6GRNVA","Submitted","Tue Apr 11 21:11:51 PDT 2023","Tue Apr 11 21:33:17 PDT 2023","Tue May 09 21:33:17 PDT 2023","","","","1286","100% (1/1)","100% (1/1)","100% (1/1)","above board","straight; without concealment, legitimate; open","Everything was above board, which was a relief, especially in this difficult political climate","0","batten down the hatches","to get ready for trouble","We battened down the hatches","2","to see the back of","to be glad that you no longer have to deal with someone","I'm glad to see the back of them since I can now see the other side","1","go steady","have a romantic relationship with someone","They've been going steady by walking together to the park every day","1","man's best friend","It refers to animals that are of use to human beings, mostly used to address dogs.","He is a man's best friend because he always helps him out when he is in need","0","0","2","1","2","2","50.092","{}"
"3S1WOPCJGV9JVIVCDSCWZ7OC282EJ9","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:16 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:16 PDT 2023","","","3TMSXRD2XMG94LZTZ55X6XVGUPO1WF","A1P3Z24Y6GRNVA","Submitted","Tue Apr 11 21:12:53 PDT 2023","Tue Apr 11 21:45:56 PDT 2023","Tue May 09 21:45:56 PDT 2023","","","","1983","100% (1/1)","100% (1/1)","100% (1/1)","back against the wall","to be in a tough situation with limited options","They had their back against the wall","2","rat race","to be following a routine that is both, exhaustive as well as competitive","He's in the rat race, pushing for unpaid overtime to keep up with the competition","0","worm in the apple","the presence of something very bad in the best","There's a worm in the apple","2","in cold blood","in a cruel way and without pity or other emotion","He killed him in cold blood because the temperature outside was low","1","have no truck with","avoid dealing or being associated with","I have no truck with them because I don't need their help","1","2","0","2","2","2","53.524","{}"
"3TRB893CTYQOV1Q1IEDNWK4FOTH7GC","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:16 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:16 PDT 2023","","","3AAJC4I4FW8KTXK20HVA91LK58RZJ6","A1P3Z24Y6GRNVA","Submitted","Tue Apr 11 21:12:55 PDT 2023","Tue Apr 11 21:47:44 PDT 2023","Tue May 09 21:47:44 PDT 2023","","","","2089","100% (1/1)","100% (1/1)","100% (1/1)","back to the wall","to be in a difficult situation","They were backed up against the wall as the crowd slowly started closing in on them","1","happy camper","to be content or satisfied with what is happening in your lifes and have no complaints","I'm a happy camper with the job offers I've been receiving","0","walk on eggshell","to be careful about one's words or actions around another person","She's walking on eggshells around them as every little thing can start an argument","0","yellow streak","people who  have an inclination towards being fainthearted.","You have a yellow streak down your back, from your neck to your tailbone","1","back the wrong horse","to make the wrong decision and support a person or action that is later unsuccessful","He's backed the wrong horse by not taking the advice of his experienced colleagues","0","1","0","0","1","0","47.007","{}"
"3FW4EL5A404RU6LODNB3YPT63UQ228","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:16 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:16 PDT 2023","","","34BBWHLWHQRK4RVR7CQ3YWC2BRYWI1","A1I7H6RDJS4EKN","Submitted","Tue Apr 11 21:12:11 PDT 2023","Tue Apr 11 21:20:56 PDT 2023","Tue May 09 21:20:56 PDT 2023","","","","525","100% (1/1)","100% (1/1)","100% (1/1)","blow cover","to reveal the true identity","He blew his cover when he revealed his true identity to the enemy","0","lose your marbles","strange behaviors.","He has lost his marbles","2","zero tolerance","denial to allow rebellious activities, usually by rigid and strict application of the rules;","She had a zero tolerance policy","2","whole nine yards","everything, all of something","He went the whole nine yards","2","whatever floats my boat","although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy","I'm going with whatever floats my boat, even if it is unconventional","0","1","0","1","0","0","213.57","{}"
"3CVBMEMMYQW2VXLC2KV5HKGG3TU7HB","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:16 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:16 PDT 2023","","","3YGXWBAF7GXHIMQ75WOYS1VGEUN4CV","A277V4SHQB8JRS","Submitted","Tue Apr 11 22:39:45 PDT 2023","Tue Apr 11 22:40:36 PDT 2023","Tue May 09 22:40:36 PDT 2023","","","","51","100% (1/1)","100% (1/1)","100% (1/1)","blow his own horn","to talk about oneself or one's achievements especially in a way that shows pride or too much pride","He was blowing his own horn","2","top dog","The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","He's the top dog of the business world, making the most influential decisions","0","slap on the wrist","to show disapproval.","He got slapped on the wrist","2","miles away","unaware of the current situation","I feel miles away","2","clean slate","to wipe the past out and begin afresh","She started with a clean slate, enabling her to achieve her desired goals without any setbacks","0","2","0","2","2","0","49.644","{}"
"3DWNFENNFIB13GYJOM0JQLCLPJ8J48","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:16 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:16 PDT 2023","","","3DY4FPOOAH4KI1Y57PFGQMUFRFKVR1","A277V4SHQB8JRS","Submitted","Tue Apr 11 22:14:12 PDT 2023","Tue Apr 11 22:16:10 PDT 2023","Tue May 09 22:16:10 PDT 2023","","","","118","100% (1/1)","100% (1/1)","100% (1/1)","blue-collar","of or relating to industrial work, especially the semiskilled and unskilled","He is a blue-collar worker because he wears a blue-colored shirt while at work","1","on the line","to be at serious risk.","Everything was on the line when I was washing my clothes, so I didn't make any mistakes","1","begun to see the light","to suddenly begin to understand","I have begun to see the light","2","red carpet","to give people a special welcome to show that you think they are important","They rolled out the red carpet for him as a sign of honor and respect","0","bang on","to be exact; to be correct; to be proper","She was bang on the door trying to get inside","1","1","1","2","2","1","115.787","{}"
"3XDJY5RK671AHW9D0L4XXNLW6Z64UP","3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ","Identify Usage of Idioms: Literal, Idiomatic, or Ambiguous?","Your task is to identify the usage of an idiom in a sentence. For each pair of idiom and sentence provided, you must select an option that best describes the meaning of the idiom within the context of the sentence. Expected time: 1 min.","text, idiom, english, classification, nlp","$0.30","Tue Apr 11 21:11:16 PDT 2023","1","BatchId:5053241;OriginalHitTemplateId:928390909;","3600","2419200","Tue May 02 21:11:16 PDT 2023","","","33JKGHPFYSAGDGC40QX8U66SZOENMH","A1P3Z24Y6GRNVA","Submitted","Tue Apr 11 21:12:03 PDT 2023","Tue Apr 11 21:43:49 PDT 2023","Tue May 09 21:43:49 PDT 2023","","","","1906","100% (1/1)","100% (1/1)","100% (1/1)","bull's eye","the center of a target","I hit the bull's eye with the arrow during target practice","1","sitting duck","to be an easy target","He's a sitting duck","2","let sleeping dogs lie","its best to leave a situation as it is if disturbing it might cause trouble","We should let sleeping dogs lie","2","rabbit hole","mentally go somewhere surreal or strange","He went down the rabbit hole","2","rain check","declining an offer that might be taken up later.","Let's take a rain check","2","0","2","2","2","0","36.543","{}"
